,class,conversation
475,일반 대화,그니까. 나는 아직까지는 잘 모르겠어나는 너가 진짜 절절한 사랑해봤으면 좋겠어
476,일반 대화,나는 수녀님이 젊으면 좋겠는게엉엉 왜?
477,일반 대화,근데 등산하면 정상에 올라가는 거야?엉엉! 그 등산로 정상으로!
478,일반 대화,구자욱? 삼성이면 야구 선수인가?응 ㅋㅋ 삼성 외야수야./엄청 잘해!
479,일반 대화,근데 내가 몸이 뻣뻣해서 힘들더라 ㅜㅜ그치 몸이 뻣뻣하면 요가하기 힘들지~
480,일반 대화,겨울에 길가에 버려진 고양이라 우리가 데려와서 키우는 중이야할머니께서 정말 아름다운 일을 하셨구나
481,일반 대화,아 요새 마스크 쓰고 있어서 얼굴 다 뒤집어짐니가? 니 생전 얼굴에 뭐 안 나더니만 갑자기 왜?
482,일반 대화,겨울은 너무 건조해물 많이 마시고 가습기 필수야 ㅋㅋ
483,일반 대화,맞아 회사에서 받은 스트레스를 게임으로 푸는거 같아남편하고 남동생 적당히 하라해 하하
484,일반 대화,회는 간장vs초장 선택해봐초장 뭐니뭐니해도 간장먹어도 초장으로 돌아가더라
485,일반 대화,아니 캐스퍼 진짜 예쁘더라캐스퍼? 나 처음들어보는데?
486,일반 대화,등에 빨간 날개가 있는지부터 확인해야할듯헉 빨간 날개 존좋
487,일반 대화,아 그러면 안 가지 바로 패스진짜 점심 먹는 걸로도 쫌스럽게 굴어 ㅋㅋ
488,일반 대화,알아보는 게 낫겠다 그치? ㅠㅠ웅 어디서 많이 나왔는지 고지서 먼저 봐바!
489,일반 대화,제일 유명한 롤은  해보셨나요?아니요!/롤... 본 적도 없네요 ㅋㅋ
490,일반 대화,어ㅠ 나도 강아지 강씨 완전 팬이야 ㅠㅠ강아지 강씨 ㅋㅋ/동물농장에 나오는 아저씨도 엄청 잘하시던데
491,일반 대화,오오 ㅋㅋ 나도 좀비는 괜찮아 ㅋㅋ 부산행 봤지?ㅋㅋ 당연하죠! ㅋㅋ 킹덤도 봤죠 ㅋㅋ
492,일반 대화,웹툰에 기안 84가 마지막 연재를 힘들게 끝내 더구나.나 혼자 산다 보셨어요?
493,일반 대화,그치 이제 일반구매로 사야해...ㅠㅠ아...사전예약 혜택 좋지 ?
494,일반 대화,아니 나도 안 좋아해 허허.핳하 그랬구나 다들 재밌다고 하던데?
495,일반 대화,버스비도 많이 올랐더라~지금은 얼마야?
496,일반 대화,아무래도 최측근에게 내 성질을 부리게 되는 경우가 많으니까나는 성질은 안부리고 ㅋㅋ 진짜 답답하게 말도 안 해!/쓴소리는 하기 싫으면서 서운하다 이거지 ㅋㅋ 진짜 답답하지 않냐 나
497,일반 대화,뉴질랜드로 여행 가보고 싶다 하하뉴질랜드 오랜만에 듣는다 하하
498,일반 대화,엄청 정신 없겠다그럴 땐 진짜 바쁘지
499,일반 대화,안 간 지 너무 오래됐어 ㅋㅋ에버랜드에 국내 최초로 팬더 들였는데 난 한 번도 못 봤어 ㅠㅠ/팬더 보고 싶어 ㅠ
500,일반 대화,오오 ... 자유코스라면 ㅋㅋ 출근길에 신나게 뛸 수도 있겠습니다 ㅋㅋ 신나는 마음으로!ㅋㅋ 이어폰은 중고나라에 처분해서 아디다스 티셔츠를 남기세요! ㅋㅋ
501,일반 대화,웅웅 난 과제를 더 선호하긴 했어나는 아무래도 시험 준비가 더 좋았어
502,일반 대화,헐 얘네 인기 많아? 진짜 의외 나도 늙었나 봐... 누군지도 잘 모르겠어ㅋㅋ 나도 얘네 볼 때마다 신인 같은 느낌... ㅋㅋ 그런데 최근에 내 주변에서 난리야
503,일반 대화,밤엔 조금 추울 듯 해 하하하하 가을엔 처음 가보는 고지?
504,일반 대화,"맞아. 그래서 기본적으로 견주라면 배변봉투를 들고 다니면서 뒷처리는 필수야응, 자기 강아지라 다 예쁠 수도 있지만 남 강아지 배설물을 보고 싶은 사람이 몇 명이나 되겠어"
505,일반 대화,옆에 따라가서 구경했어직접 보니까 어땠어?
506,일반 대화,애견 카페 새로 오픈했다는데 가볼까가봐 애들 사회성도 키우고 좋지
507,일반 대화,외적으로도 보는 거 있어?외모는 남자답게 생긴 사람이 좋아./굵직굵직한 얼굴! 거기다 귀염상이면 더 좋고 ㅋㅋ/너무 눈이 높나?
508,일반 대화,가족 모임 6시라고 했었나?6시에 저녁 먹기로 했어
509,일반 대화,사람은 모두 달라서 가까울수록 갈등이 생기는 것 같아어떤 점에서 그런걸 많이 느꼈어?
510,일반 대화,유튜브에 보컬 강사라고 유튜버 있는데 그 사람꺼나 봐야겠어!헐 나도 유튜브 한 번 봐야겠다!
511,일반 대화,아 면회 시간이 정해져 있는 거야?늦은 시간까지 있지는 못했던 것 같아
512,일반 대화,학교에서 지원자를 모집하더라고 그래서 바로 다녀왔어그렇구나 그럼 어떤 일을 하는 거야?
513,일반 대화,응 친절하고 괜찮았던 거 같아너네 이번에 다 건강검진받게?
514,일반 대화,이번 주말부터 날씨가 추워지는거 알아?정말로? 얼마나 추워지길래?
515,일반 대화,나는 너무 큰 집은 무섭고 볕이 잘 들고 마당이 넓었으면 좋겠어.사실 집에서는 크게 활동 하지 않은 편이라서 크기가 중요 하진 않아.
516,일반 대화,근데 진짜 귀여워서 아직도 가지고 있어 ㅋㅋ어떤 아이돌 굿즈인데?
517,일반 대화,그래야겠다 유튜브로 보면서 생각해도 좋겠어맞아 사진보다 영상이 훨씬 정확하긴 하지
518,일반 대화,나도 오이 별로 그렇게 안 좋아하는데 비빔밥에 넣으면 정말 맛있어내것까지 넣으면 두배로 맛있겠군
519,일반 대화,졸 사고 싶은 게 있다면 에에랩 !앗 ! 그거 있어! 집에 !
520,일반 대화,응... 근데 난 흥미가 없어서 핸드폰이 없는 사촌 동생이 내 폰으로 게임하고 있어그럼 이 카톡은 뭘로 하는 거야?
521,일반 대화,잠 잘 오는 베개 하나 구매해봐!그래. 나도 그래서 좋은 베게 하나 구매하려고 열심히 찾아보고 있어.
522,일반 대화,우리도 이번엔 큰집은 패스 하기로 했엉명절이라 친척들은 안 만나는데 놀러 많이 가는 듯
523,일반 대화,"면허학원 등록비랑 수업비, 시험비 뭐 이것저것하면 거의 80만원 초반대더라고 ㅠㅠ와 핵 비싸다 나때는 얼마였지? 더 비쌌었나 ? 저렴했나? 기억이 안나네"
524,일반 대화,캔들 워머를 하나 사야할 것 같아오호 집에 캔들은 있어?
525,일반 대화,응응 맞아 ㅋㅋ! 지금은 제대해서 너무 좋더라구 ㅋㅋ우와 곰신이네? 귀엽고 이쁘다 하하
526,일반 대화,맞아 난이도도 나쁘지 않더라고!다른 건 힘들어서 금방 포기하는데 그건 안 그래
527,일반 대화,이 분은 udt출신 특수부대 교관이야! 대박이지? ㅋㅋ와 대박이다 거기 나와서 운동도 꾸준하게 하셨나 보네 ㅋㅋ
528,일반 대화,"우리집 뒤로 있는 도로 이번에 새로 다 보수하는 것 같더라응, 맞아. 나도 오늘 마트 다녀오는 길에 그쪽으로 왔거든"
529,일반 대화,우리 집은 외식을 전혀 안 해...어머니가 매일 밥해 주시는 거야?/어머니 솜씨가 대단하신가 부다!
530,일반 대화,넌 시골가면 주로 뭐했어?난 시골가면 할머니랑 같이 일했지!
531,일반 대화,그렇지 그게 벌써 반 년이 지나서 내년엔 찐이야알바 조금씩 하면 살아보자 ㅠㅠ
532,일반 대화,윤곽 주사 상담 받았는데 너무 비싸윤곽 주사 그건 요즘 얼마나 해?
533,일반 대화,나 너무 웃긴 리뷰를 발견했어!무슨 별점? 영화 별점 리뷰를 말하는 거야?
534,일반 대화,내일 친구 부산 놀러간대.내 친구는 저번주에 갔다왔더라.
535,일반 대화,그러게 꼬리도 복실복실할 것 같아 ㅠㅠ응 근데 지금은 내가 셀프미용 해서 털이 많이 길지는 않아
536,일반 대화,ㅋㅋ 그냥 뭐 언제 북한이랑 적대 관계 푸는가...ㅋㅋ 진짜 언제 적대 관계 풀까
537,일반 대화,ㅋㅋ 사업 하면 뭐 할 건데? 아이템은 있구?휴… 아이템… 뭐라도 간절하면 하나 나오지 않을까?
538,일반 대화,나는 운적이 두번정도 밖에 없어너는 공감이 잘 안되니?
539,일반 대화,하이킥보는데 회차가 많더라맞아 그거 50부작인가? ㅋㅋ
540,일반 대화,아아 ㅋㅋ 나는 친선 경기 천안 경기장에 봤었어!와 그래도 보러 갔네?/현장감은 어땠어 ㅋㅋ
541,일반 대화,ㅋㅋ 너 같이 갈 사람 있냥?대학교 동창? ㅋㅋ/신기하겠다 결혼하면
542,일반 대화,"사실 아파트는 동물을 기르기 적합한 환경이 아니긴 하지응, 그래서 되도록 넓은 집이나 마당이 딸린 집에서 키워야 할 것 같아"
543,일반 대화,근데 시험기간이라 많이는 못 하네...에이 시험 끝나고 하면 되는 거지 뭐~/나는 시험 끝나고도 못해...
544,일반 대화,안 줬다 하하 다시 가서 사와.무슨 빵 같은 거 안 줬나?
545,일반 대화,넘 재밌을 듯스쿠버 다이빙하면 그런 횡재도 노려보는 거니
546,일반 대화,ㅋㅋ 야 말이 심하노 걔 죽도록 일하고 이제서야 휴가 갔는데ㅋㅋ 미안 ㅋㅋ 가을 제주도가 진짜 좋은데
547,일반 대화,그정도 된것 같은데?ㅋㅋ 나 길가다가 엄마차랑 똑같은 차 보면 엄마 생각 나잖아
548,일반 대화,응 봄이 이제 시작하는 계절이잖아.그치 날도 풀리고 따뜻해지고.
549,일반 대화,화장 하실 때 어떤 부위를 주로 신경쓰시는 편이세요?저는 눈이요!/요즘에는 마스크 때문에 눈밖에 안보이니까?
550,일반 대화,야 ㅋㅋ 일하는 거랑 운동은 다르데 아무리 힘들어도야 더하면 더했지 덜하진 않아
551,일반 대화,나는 많이 살 때는 50만원까지 쓰고 안 살 땐 아예 안써그 정도면 많은거야?
552,일반 대화,"너희 회사는 명절 선물 준비해?회사에서 우리한테? 설마 우리가,?"
553,일반 대화,이제 어디 잘 보일 곳도 없어ㅋㅋ 네 마스크 끼고 다니니까 더 신경 안 쓰는 것 같아요
554,일반 대화,콘서트 많이 다녀와 봤어?웅 난 콘서트 다니는가 좋아해서 코로나 전에는 다녔어 ㅠㅠ
555,일반 대화,최저임금의 70%는 줘야 된다고 생각해.170% 말하는거 아니지?/그럼 최저 임금도 못 받는 거 아니야?
556,일반 대화,그러게! 혹시 다른 일도 도전 해보고 싶어?원래 장사를 했어서 나중에 애기들 좀 키워 놓고 장사 할려구해
557,일반 대화,부대 창설이후 60년동안 짱박아둔 시설장비들을 다 정리해야해서 매일매일 하루종일 치웠는데 3달이 걸렸어...으악... 진짜 싫었겠다/운이 안좋았네
558,일반 대화,웅웅 어디에 뭐 있는 지도 잘 알더라오 완전 매니안가 보다
559,일반 대화,근데 그거 하고나면 더 잘 쌓이지 않아?우리집 개들은 아직까지는 안 쌓였어 하하
560,일반 대화,근데 좀 닮았네하다하다 캐릭터를 닮다니.../너는 아직도 김새론 닮았어
561,일반 대화,그 심정을 모르는 건 아닌데...사실 불만이 쉽게 가시기는 쉽지 않다고 생각해./그래도 어차피 하기로 했으면 한 번에 확 해서 끝내는 편이 깔끔했어
562,일반 대화,응... 다들 그냥 지원해서 가는거 같던데그럼 나도 쉬는날엔 너랑 같이 쿠팡 알바 갈까 ㅋㅋ
563,일반 대화,너 고슴도치 키워봤어 ?아니. 키워본 적 없어.
564,일반 대화,샤오미도 품질 좋아?좋다기보단 가성비 좋은편이야
565,일반 대화,차 끌고 다녀도 문제가 있다.버스 타고 다니는 나보다 더 큰 문제냐.
566,일반 대화,나는 연무대 꼬치집에서 했었어!ㅋㅋ 알바 할 때가 좋지 그치?/그립다
567,일반 대화,맞아 ㅋㅋ 중국팀에 대한 기대가 너무 컸나봐맞아 ㅋㅋ 괜히 우리가 지레 겁먹은 것 같아
568,일반 대화,와 대단한데 난 아직 안 맞음...1차도?/예약은 했어?
569,일반 대화,맞어...어른들은 큐알로 하면 어려우실듯...ㅜㅜ 나도 나중에 대중교통 이용할때 그러겠지...신식 못따라가고이제 점점 사람이 하는일 보다 기계가 하는일이 더 많아진다
570,일반 대화,엉 장난아냐 ㅋㅋ와 요즘 아이돌판 장난아니넼 ㅋㅋ
571,일반 대화,아니 빨리 출근하러 가야하는데 차들이랑 공사 현장때문에 잘 못지나가겠더라고언니 지각할 뻔 했겠네
572,일반 대화,부모님 돈 뜯어먹는 애라고 생각하나 봐어이없네 진짜 ㅋㅋ/너 생활비도 많이 드리잖아
573,일반 대화,그니까 걘 돈을 참 잘모아그래? ㅋㅋ 부럽다 왜 나만 돈 없는 거 같지
574,일반 대화,그럼 강아지 샵가서 털 다 밀어야겠다응 한번 알아봐봐
575,일반 대화,맞아 너무 맛있었어 그래서 먹구 잠ㅋㅋ 그래서 아주 푹 잔 목소리구만
576,일반 대화,피부가 말이 아니야요새 일도 바쁘고해서 더 그럴 수도 있어/팩도 좀 하고 푹 자
577,일반 대화,ㅋㅋ 헐 진짜? 우리나라 태풍이름이지?그런가봐 고구마태풍 귀엽네 이름은
578,일반 대화,맞아 나는 트리트먼트 매일 하는데 왜그럴까?그거 트리트먼트 모발 끝쪽에만 바르고 잠시 방치해둬야한대
579,일반 대화,응 중독적이야ㅠㅠ 낼 출근해야하니까 늦게까지는 못하고ㅠㅠ그래도 절제해서 하고있네
580,일반 대화,나도 사실 어렴풋이 느끼고 있었어반려동물 앞에서도 바르게 행동해야겠구나
581,일반 대화,그거 확인해서 여쭤보니깐 실수한거래.그럼 우리가 주문한 것도 지연이 맞는거야?
582,일반 대화,나는 오늘 학교 수업에서 발표를 하기로 했어오 정말 떨리겠다/준비는 많이 했어?
583,일반 대화,응 그리고 그룹일때랑 앨범 수록곡 색깔이 달라서 좋아맞아 다양한 음악 나오잖아
584,일반 대화,아 나도 그 게임 아는데 거의 운동이더라응 목적 자체가 운동과 게임의 조합이라 그래
585,일반 대화,응응 ㅋㅋ 해외 그 나라 아니면 못 타보는 거 ㅋㅋ글쎄...태국에 툭툭?
586,일반 대화,화장품 무슨 성분인데?그러게 순해?
587,일반 대화,우리 바다가 보이는 집에 살면 어떨까?마린시티 같은 곳 말하는거야?
588,일반 대화,마사지 샵은 자주 가는 곳이 있어 ~?지정해서 갔던 거 같진 않아 ㅎ 주변 소개나
589,일반 대화,응 예외 없이 다 마스크 써야 한대!그럼 신분확인은 어떻게 한대?
590,일반 대화,어 ㅋㅋ 선생님이 눈치 엄청 줬는데도 그냥 갔잖아어 ㅋㅋ 애들이 다 너희 집 독특하다고 그랬어
591,일반 대화,애초에 200마리 정도로 생각 했는데 1400마리는 실수에 무슨 근거 없는 소리인가 싶어아 헐 그게 무슨 ㅠㅠ 실수야 ㅠㅠ/실수라기엔 숫자가 너무 차이 나는 거 아니야?
592,일반 대화,그거 ㅋㅋ 왜인지 밤12시이후에 상영해서 잘 못봤음그건 처음 들어본당!/난 초딩 때 공기놀이하는걸 진짜 좋아했거든
593,일반 대화,그렇구나. 나는 추신수 선수가 좋은거 같아.왜 그렇게 생각해?
594,일반 대화,최애 음료가 무엇인가여 하하나는 다른 거 뭐 단 거 시러해서 아아
595,일반 대화,응 ㅠㅠ 하지만 밥이 부족했어...ㅋㅋ 밥이 진짜 적었나봐
596,일반 대화,"맞아 아반떼 신형이던데, 이쁘드라,와 아반떼 괜찮던데 여자가 타기 좋지"
597,일반 대화,케밥 안 먹으면 안될 거 같음 ㅋㅋ친절한지는 모르겟음 내가 못 알아들어서
598,일반 대화,우리 전자렌지 바꿀까진짜 바꾸고싶은데 너무잘돌아감
599,일반 대화,공기 놀이라고 했어 그걸 ?응응 공기로 노는 거 !
600,일반 대화,그 직원?응응
601,일반 대화,호랑이들이 애교부리는 영상 보면 그런 생각 안 들걸.그래? 한번 봐야겠네. 난 강아지랑 고양이 키울 거야!
602,일반 대화,맞아 그거 양 진짜 많아 ㅠㅠ양 많아서 혼자는 무리야 너무 배불러...
603,일반 대화,갑자기요? ㅋㅋ 뭐 어떤 입시 상담?아들이 지금 고3이래./그래서 어떤 과를 가야 할지 혼자 고민이 많은 것 같다면서 그랬음
604,일반 대화,나는 항상 70키로임야
605,일반 대화,그게 맘대로 되니.막내라고 더럽게 챙겨주네!
606,일반 대화,어떤 성분?그런거 하나하나 살펴보려면 힘들지 않아?
607,일반 대화,응 ㅋㅋ 진짜 대단한 것 같아그러게...개인적으로 애플 너무 좋아
608,일반 대화,교정 운동을 좀 해야겠어.나도 이제부터 해야겠다.
609,일반 대화,"할인 한다고 그래서 전화해봤는데 기분만 나빠졌어.그러니까, 내가 다니는 헬스장은 괜찮은데 한 번 구경 와 봐."
610,일반 대화,여행을 가면 숙소를 한군데로 잡는 게 나을까?아니 나는 숙소도 옮기는게 좋다고 생각해
611,일반 대화,헐 어이없다 그러면 어떤 진상이 있었어?빵 썰어주는데 빨리 못 써냐고 따졌어
612,일반 대화,"그래 하하 아 진짜 살 빼고 싶은데,, 몸이 안따라줘...아니면 지방 흡입 이런거 받아 보는게 어때?"
613,일반 대화,ㅋㅋ 정말 못 먹으니까 먹을 일이 계속 생긴다ㅋㅋ 정말 아이러니한 일 ㅋㅋ
614,일반 대화,응 이제 좀 질려서 변화좀 줘봤어ㅋㅋ 얼른 보고 싶다
615,일반 대화,출산은...진짜...애 낳고 끝이 아니라...또 키우고...아이고야...그니까... 몸도 갑자기 나빠지고...건강했던 몸이어도
616,일반 대화,혹시 달고나 만드는 방법 알아?갑자기 달고나는 왜?
617,일반 대화,개발 회사 일하면서 힘든 점 있어?일단 너무 어려운 직업인 것 같아
618,일반 대화,헐 니 컴활 있음? 언제 땄대?나 초등학생 때 땄음 ㅋㅋ 클라쓰가 다르지 ㅋㅋ
619,일반 대화,응 왕재밌어 요즘 빠졌잖아역시 처음부터 익준이가 노트뷱앞에앉아잇네
620,일반 대화,난 히트텍입었는데 지금 살짝 더워어제도 추워서 온수매트 켜고 잤더니 따뜻하고 좋더라
621,일반 대화,응응 식사가 있으면 인원이 50명 모일 수 없대.식사 없는 결혼식은 어떤데?
622,일반 대화,그리고 내가 티라미수 만들어 주기로 했어.너 정말 착한 누나네.
623,일반 대화,너 뇨끼 알아?뇨끼? 그게 뭐야?
624,일반 대화,사촌은 가까이에 살아?응 나는 다 가까이 살아!/할머니 집은 걸어서 5분이야~
625,일반 대화,나 여름에 탔다가 진짜 거지꼴로 집에 왔잖아 ㅋㅋ왜 땀을 너무 흘려서 거지 된 거야? ㅋㅋ
626,일반 대화,하객 50명까지라던가?어 ㅠ 그래서 의미 없는 결혼식이라고 취소하는가 봐
627,일반 대화,학원에 다니는 거야?아니 나는 인강을 듣고 있어
628,일반 대화,필리핀이 엄청 위험한 나라인 거 알고 있어?필리핀이 왜 위험해?
629,일반 대화,스트리트 우먼 파이터 진짜 핫하다.이번에 콘서트도 한다잖아.
630,일반 대화,영양사는 위생사? 그런 거 따던데?옹 마자 영양사 따기 전에 위생사 먼저 따
631,일반 대화,맞아 하하 근데 강아지 펜션 진짜 비싸지 않아?넌 참 좋은 주인이구나~/강아지 관련된 모든게 다 비싼거 같애 ㅜㅜ
632,일반 대화,우리 나중에 개들 데리고 같이 산책 갈래?너희집 개들 예민하지 않아?
633,일반 대화,아 좀 그렇긴해난 어려서부터 비데 써가지고 ㅠㅠ 비데가 익숙한데 자취하면서 비데가 없으니까 불편하더라ㅜㅜ
634,일반 대화,그것도 생각보다 움직임이 많아서 힘들거야그렇다면 거의 움직임이 없는 당구는 어떨까
635,일반 대화,응 그래서 연애를 해도 좀 데면데면하게 만나는게 좋은거 같ㅌ아너랑 만나는사람은 노력을 많이해야할거 같아
636,일반 대화,특히 우리나라 액션 영화는 대부분 조폭이 나와서 그런 거 같아.아 마동석이 조폭 역할에 정말 어울리지.
637,일반 대화,엥 4년차 아니였니...?ㅋㅋ 오래됐네...세월이 벌써 그렇게 됐니...
638,일반 대화,20분 거리면 그냥 마실 나가는 거네?그치 ㅋㅋ 마실 정도 잠깐 숨만 쉬고 오는 거지
639,일반 대화,대박이네 다챙겨보네 그럼재미가 없어?
640,일반 대화,아무래도 그런 편이지.나이 차이 나도 성인되면 다 또래 같은 느낌이야.
641,일반 대화,응 ㅋㅋ 그래서 가보고 싶어서 찾아봤어거기서 할 수 있는 액티비티가 있어?
642,일반 대화,"비용도 엄청 나다고 들었는데...맞아, 엄청 부담된다고 하더라고"
643,일반 대화,응 ㅋㅋ 넷플릭스에 금주 인기작이라고 떠있길래 보기시작함넷플릭스에 오징어 게임 다음으로는 갯마을차차라고 하던데
644,일반 대화,나 내일 오픽 시험인데 큰일났다왜 공부 안했어?
645,일반 대화,ㅋㅋ 맞아 맞아 어쩔 수 없이 사게 되는 나만의 것이 늘었다근데 생리대 생필품 중에서 제일 돈 아까워/내가 하고 싶어서 하는 것도 아닌뎅
646,일반 대화,그와중에 에어컨 미친거 아닌지어후 진짜 미친거 아닌지…이렇게 선선한대 에어컨 돌리는 것도 이상기후 한몫 할텐데/뭐만하면 왜자꾸 틀어대는거여…
647,일반 대화,남친 몇 살이야 그럼?나랑 동갑이야 ㅋㅋ 요즘 맨날 군대 얘기해쥼
648,일반 대화,응 그런일 겪고 나서 그런가 이번 제도가 너무 기다려져그러게. 요즘은 지갑도 안 들고 다니는 세상이니까
649,일반 대화,맞아 ㅋㅋ 특히 수업 시간 컴퓨터 할 때 국룰이지 마우스 딸각 거리는 숨 막힘가끔 크아 될 때가 가장 행복했던 거 같아 ㅋㅋ
650,일반 대화,그러네 커플템이라서 뭔가 ㅋㅋ맞아 ㅋㅋ 얼굴땜에 다시 연락하고 겨우 배송옴
651,일반 대화,요즘에는 부동산업 어떻다셔?몰라/말 안 해줘/매일 돈 없대 ㅋㅋ
652,일반 대화,해방타운한다 ㅋㅋㅌㅌ 지금하나 나 두룽이라 못보넹/백지영 재밌던데
653,일반 대화,색상이 4가지인데 다 이뻐 하하색상 4가지 뭐뭐뭐뭐야?
654,일반 대화,나 등산 용품 샀어등산 용품은 왜 ?
655,일반 대화,너는 연애할 때 데이트비용 어떻게 내?우리는 커플통장을 만들었어
656,일반 대화,왜~ 방탈출 게임은 너도 할 수 있잖아그건 할 수 있지 하하/그나저나 우리 같이 오목 할래?
657,일반 대화,언제부턴가 이거 유행이던데 ㅋㅋ애들그거 열풍이더라/맞아 막초면에
658,일반 대화,vr기기같은것이 활성화되면 가능하지 않을까?vr체험해봤니?
659,일반 대화,그건 설레발이죠ㅋㅋ 아냐사야해/사줄게 선물로
660,일반 대화,하하 사진도 많이 찍고 오자옹옹 양떼목장가서 양들이랑 사진 찍어야지!
661,일반 대화,응응 우리 엄마 차 타고 가보자 ㅋㅋ부산에도 캠핑 할 만한 곳 있더나?
662,일반 대화,세박스 주문했어햄 말하는거군
663,일반 대화,나도 너무 힘든건 싫어.적당히 낮은 산이 좋아.
664,일반 대화,나 진짜 이동하거나 기다릴 때 여름에 땀 나서 못 견디거든아 인정 나 여름에 롯데월드 갔다가 오징어 구이 될 뻔했었잖아
665,일반 대화,그러게 ㅋㅋ 부사관 하고 나왔으면 좋겠는데 얘는 일찍 나오려 하더라ㅋㅋ 거기 안에 있는 게 많이 답답한가 보네 ㅠㅠ
666,일반 대화,약간 늦여름에서 초가을 넘어갈  때 느낌?어 맞아 ㅋㅋ 습도도 낮은 그런 날씨!
667,일반 대화,ㅋㅋ 네네 ㅋㅋ 잼쓰려나 ㅋㅋ 한국 영화는 일단 의심맞아... 나도 너무 의심되잖아 ㅋㅋ
668,일반 대화,요즘 손흥민이 활약해서 너무 좋아우리 모두 서로 응원하는 선수가 잘 되길 빌어주자고!
669,일반 대화,SRT타고 갔는데 엄청 빨리 도착했어.그게 KTX 보다 빠른 기차인가?
670,일반 대화,부럽다~ 나도 얼른 받고오고 싶다.그러면 사고싶은게 더 많아질걸?
671,일반 대화,되게 자주한다응? 주2회도 적은편 아냐? ㅋㅋ
672,일반 대화,나는 장마 오면 좋을 것 같은데? 날씨 시원해지잖아나는 시원한 것 보다 찝찝함이 더 커서 싫어
673,일반 대화,맞아 어릴때는 그게 참 좋았어그럼 너도 동네 친구들과 추억이 많았겠다
674,일반 대화,근데 우리언니는웅
675,일반 대화,그래서 나는 고개 흔들면서 하거든 ㅋㅋㅋㅋ 그럼 게임 진행 할 수는 있어?
676,일반 대화,뭔가 이상해어이가 없네/꼭 돈 많은 사람들이 더 그런 거 같아 ㅠㅠ
677,일반 대화,"햄버거에 진심인 편이네, ㅋㅋㅋㅋ 서면에도 있는데 남포점에도 생김!"
678,일반 대화,사람 만나는게 참 어렵다왜 요즘 결혼 생각 있어?
679,일반 대화,오 내 친구가 프러포즈를 받았나봐헐 그럼 곧 결혼하겠네?
680,일반 대화,안 그러면 아웃~아 그건 어려울 것 같아
681,일반 대화,대비 훈련이 필요해일본이 이런건 잘해.
682,일반 대화,가끔 백화점 가는 것도 나쁘지 않지백화점 가면 기분도 나고 좋지
683,일반 대화,"응, 우리는 우리가 뭐든 다 알아서 해야하니까 문제가 생기는 경우도 많지그리고 주차장이 있어서 불법 주차도 없고 작지만 공원도 있어서 좋은 듯해"
684,일반 대화,원래도 잘 타는 편이라 친구보다 더 탔어.피부가 까만 사람들이 더 잘 타지.
685,일반 대화,언니 치과 다니면 세미나도 자주 가?세미나는 자주 안 가고 한 달에 한 번씩 치과에서 하는 중!
686,일반 대화,나 홍삼이라도 먹을까?왜?
687,일반 대화,배민 오천원으로 사가지고 진짜 싸게 먹는다 오예오 ㅋㅋ 굿이다 더 맛있게 느껴지겠다
688,일반 대화,대놓고 심하진 않아그래도 스트레스 받나보다
689,일반 대화,진짜 너무 야만스러운 일인 것 같아너는 무슨 이유 때문에 맞았어?
690,일반 대화,"그리고 회사 정보도 같이 볼 수 있으니까 내가 지원을 하기 전에 충분히 검토가 가능한 것 같아.맞아, 그리고 이력서를 공개해 놓으면 연락을 주는 곳도 더러 있지."
691,일반 대화,다들 해보고싶은 게임이 다르네요그러게요~
692,일반 대화,이번주는 대탈출 말고 다른거나 보고 있어야지...다른거 재밌는거 있으면 나도 알려줘~
693,일반 대화,아하! 혹시 무슨 장사 했어?나 피자 가게 했었어! 피자스쿨!
694,일반 대화,아 진짜 연예인 지식 하나 넣고 갑니다근데 그거 이야기하는데 그냥 뭐 해탈한 사람처럼 말했던 거 같아/그래서 더 웃겼던 듯 ㅋㅋ/너무 옛날 일이라서 그렇게 말했을 수도 있지만
695,일반 대화,안동 하회마을 처럼 전통을 유지해서 그런 거래.그럼 마을분들은 한옥에 살겠네?
696,일반 대화,나도 속상해... 쟤를 어쩌면 좋을까?동생들은 가끔 가다가 말 안 듣더라
697,일반 대화,그렇구나 투자할만하네응 앨범도 투자할만하지
698,일반 대화,청계산 등산가자!청계산은 맘먹고 가야겠는데
699,일반 대화,퀄리티도 만화책이 더 좋잖아맞아 작화 구린 거 너무 많아
700,일반 대화,아메리칸뮤직어워즈 대상후보로 올랐대우와 정말!? 대단하다
701,일반 대화,영어 시험 다시 봐야 하는데 귀찮다 ㅠㅠㅠㅠ 헐 다시 봐야 된다고? 왜?
702,일반 대화,연애 초기였어?한 일년 째였던것 같아
703,일반 대화,맞아. 그러면서 반사신경 얘기하잖아.응 근데 진짜 반사신경이 있는것 같긴 하더라.
704,일반 대화,아아 ... 보면 매력 터져 구교환님...일상생활 인스타 올린것도 보면 웃기더라 하하
705,일반 대화,여서정선수 어릴 때 체조하는거 완전 귀엽던데못봤어
706,일반 대화,원래 이렇게 심하지 않았는데 나이 들면서 눈이 쳐졌나봐.아놔 나이가 얼마나 먹었다고 그래.
707,일반 대화,나두 황토가 내 원픽이었는디황토는 뭔데 고냥이 중에? ㅋㅋ
708,일반 대화,이제 7차 8차로 안 하는 거니그런 것 같아요
709,일반 대화,거기서 주는 씨몽키 키워봤어? ㅋㅋ에엥 거기서 씨몽키를 줬어?
